,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
1427,blockly-ios,6,0,558,[],,400
1428,open-gantry,1,1,27,[],,8
1429,python-adb,5,20,109,[],v1.3.0 Release,1568
1430,swift,10,1,7,[],,843
1431,coursebuilder-core,1,10,"2,433",[],,142
1432,tangent,8,4,68,"['machine-learning', 'deep-learning', 'automatic-differentiation', 'autodiff']",v0.1.8,2219
1433,hypebot,3,0,215,[],,14
1434,python-lakeside,3,2,32,[],,43
1435,path-auditor,1,0,21,[],,252
1436,xscreensaver-dbus,1,0,3,"['dbus', 'xscreensaver']",,1
1437,tim-gan,1,0,9,[],,8
1438,swift-structural,3,0,156,[],,32
1439,spherical-harmonics,1,0,40,[],,436
1440,latexify_py,2,3,77,[],,1801
1441,spatiotemporal-graphnn-tf,1,0,2,[],,3
1442,reftable,3,1,451,[],,31
1443,ubntools,1,0,17,['network'],,15
1444,google-reauth-python,1,0,14,[],0.1.1,10
1445,vogon,3,8,46,[],,107
1446,automl-video-ondevice,13,0,33,[],,50
1447,gulava,1,0,111,[],,40
1448,analytics-audience-automation-tool,1,0,4,[],,6
1449,gxui,3,1,196,[],,4460
1450,python-laurel,2,2,9,[],,53
1451,nvidia_libs_test,1,0,28,"['benchmark', 'gpu', 'cuda', 'gpu-computing', 'cudnn']",,44
1452,breadboard,3,1,134,[],1.0.2,117
1453,xssxss,1,0,5,"['chrome', 'xmonad', 'xscreensaver']",,2
1454,vc-defer,2,0,31,[],,10
1455,device-access-codelab-web-app,1,0,1,[],,6
1456,firing-range,2,2,84,[],,1311
1457,lifetime_value,1,0,15,[],,201
1458,CTAP2-test-tool-corpus,1,0,5,[],,4
1459,portrait-shadow-manipulation,1,0,5,[],,260
1460,google-api-java-client-samples,10,2,340,[],,731
1461,libprio-cc,1,0,6,[],,5
1462,favcolor-server,1,1,20,[],,6
1463,safebrowsing,1,1,53,"['security', 'query', 'malware']",,400
1464,wmt19-paraphrased-references,1,0,13,[],,11
1465,speed-opportunity-finder,1,0,113,[],,7
1466,go-streaming-globber,1,0,12,[],,3
1467,kilt,1,0,37,[],,10
1468,badwolf-drivers,2,0,13,[],v0.1 BoltBD persistent driver,19
1469,context-expression-nature-study,1,0,2,[],,12
1470,modem,1,0,16,[],,37
1471,roman-word-bubbling,6,0,69,[],,4
1472,ct-hackday-schwag,1,0,9,[],,10
1473,p4-pdpi,2,3,152,[],,14
1474,angular-a11y-workshop,11,0,32,[],,7
1475,angular_cli,1,2,28,"['cli', 'angulardart']",,64
1476,binnavi,4,0,296,"['java', 'analysis', 'reverse-engineering', 'binnavi', 'yfiles']",BinNavi 1.2 (Historical Version),2803
1477,vkb,1,0,68,[],,6
1478,cluster-scoped-cicd,1,0,3,[],,7
1479,autol2,1,0,1,[],,3
1480,ssl_logger,1,1,1,[],,1011
1481,rekall-profiles,3,8,"1,102",[],,98
1482,rekall,4,1,"1,409",[],Release 1.7.1,1828
1483,seq2seq,12,26,880,"['translation', 'neural-network', 'tensorflow', 'machine-translation', 'deeplearning']",,5534
1484,inject.dart,1,7,12,"['dart', 'dependency-injection', 'flutter']",,861
1485,libprotobuf-mutator-asn1,1,0,14,[],,9
1486,tinkCryptoHelper,2,1,17,[],,4
1487,in-silico-labeling,2,0,33,[],,247
1488,berrydb,3,1,141,[],,69
1489,android-arscblamer,1,1,6,[],,893
1490,render-timing-for-unity,1,3,5,"['android', 'quality', 'unity', 'measurements', 'graphics-rendering']",v1.1,134
1491,tcp_killer,1,3,4,[],,194
1492,madi,5,0,52,[],,56
1493,supersonic,2,1,18,[],,198
1494,files.dart,5,1,31,[],,20
1495,region-flags,1,2,63,[],,204
1496,it-cert-automation,1,1,11,[],,11
1497,fhir-ml,0,0,0,[],,2
1498,it-cert-automation-project,1,0,2,[],,16
1499,jws,1,0,100,[],,57
1500,ruby-openid-apps-discovery,1,1,10,[],,35
1501,x,0,0,0,[],,3
1502,orchestra,2,1,108,[],Orchestra 2.1.1,45
1503,gke-auditor,1,0,7,[],,69
1504,google-authenticator,1,1,217,[],,4880
1505,box2d.dart,2,2,54,[],,109
1506,dart-scissors,16,7,485,[],sCiSSors v0.6.7,30
1507,dart-glfw,2,0,47,[],,32
1508,gtm-http-fetcher,1,0,130,[],v2.0.1 Release,56
1509,DirectXShaderCompiler,5,0,"2,615",[],,51
1510,llvm-project,45,0,"366,641",[],,2
1511,google-apputils,2,1,17,[],,35
1512,chrome-opt-out-extension,8,1,110,[],,11
1513,meet-on-fhir,14,7,7,[],,21
1514,bgu,1,0,6,[],,129
1515,actions-on-google-pq2-template-sdk,1,0,8,[],,11
1516,cpp-async-rpc,1,0,301,"['serialization', 'networking', 'cplusplus', 'cpp', 'async', 'asynchronous', 'constexpr', 'metaprogramming', 'rpc', 'io', 'cpp17', 'compile-time', 'rpc-framework', 'serialization-library', 'cplusplus-17']",,54
1517,article-recommender,1,0,1,[],,8
1518,cm-creatives-drive-uploader,1,0,7,"['cm', 'dcm', 'appsscript']",,3
1519,opencasebook,1,3,66,[],,61
1520,goterm,3,0,17,"['golang', 'terminal', 'pty', 'terminal-colors']",,201
1521,spectral-density,2,0,11,[],,86
1522,soong_verification,1,0,14,[],,7
1523,causal-panel-synthetic-data,1,0,70,[],,9
