,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
236,UniFuse-Unidirectional-Fusion,1,1,7,[],,40
237,jstorm,11,22,333,[],Release 2.4.0,3941
238,asyncload,1,1,23,[],,667
239,AliSQL,1,1,"98,264","['mysql', 'database', 'tokudb', 'alisql']",AliSQL 5.6.32 (2018-05-01),4541
240,StateManager,2,0,5,"['android', 'exception', 'loading']",,164
241,virtualview_tools,3,0,110,"['tangram', 'virtualview']",virtualview_tools 1.0.10,185
242,UltraViewPager,4,2,87,"['android', 'viewpager', 'tangram', 'multi-page-switching']",Release 1.0.7.8,5020
243,Virtualview-Android,21,1,283,"['android', 'tangram', 'virtualview']",VirtualView-Android 1.4.6,1435
244,Tangram-Android,22,0,361,"['android', 'card', 'tangram', 'vlayout', 'ultraviewpager', 'native-dynamic', 'native-page', 'modular-ui-solution']",Tangram-Android 3.3.6,4078
245,vlayout,12,4,366,"['android', 'layout', 'tangram', 'layoutmanager', 'recyclerview-multi-type', 'layout-manager']",vlayout 1.2.36,10832
246,cascade-stereo,1,0,14,[],,339
247,sparse-computation-using-TCM-and-gather-scatter-engine,2,0,1,[],,2
248,Dynamic-popularity-aware-recommendation,1,0,5,"['deep-learning', 'personalization', 'recommender-system', 'contrastive-learning']",,7
249,cooma,3,0,149,[],,179
250,tgin,1,0,3,[],,18
251,oceanbase,1,0,5,[],,242
252,Tangram-iOS,3,5,68,"['ios', 'scrollview', 'tangram', 'lazyscrollview', 'native-dynamic', 'modular-ui-solution']",2.1.1,1825
253,flutter-go,18,3,754,"['dart', 'flutter', 'flutter-demo', 'flutter-doc']",,23143
254,cost-based-incremental-optimizer,1,0,11,[],,14
255,ApsaraCache,3,6,"6,409",[],,936
256,weex_js_engine,4,1,15,[],,251
257,hessian2-codec,2,0,14,"['serializer', 'dubbo', 'envoy', 'hessian2']",,15
258,protokit,1,0,19,[],,11
259,tengine-website-generator,2,0,110,[],,15
260,sentinel-nodejs,1,0,3,[],,17
261,structure-view,1,1,48,"['atom', 'navigation', 'ctags', 'symbols', 'atom-package', 'outline', 'taglist', 'tree-view', 'structure-viewer', 'tagbar']",v0.2.0,32
262,PelicanDT,1,0,46,[],,81
263,VirtualView-iOS,2,2,185,"['ios', 'tangram', 'dynamic-component', 'virtualview']",1.2.3,491
264,data-design,0,0,0,[],,4
265,native-finder,1,0,4,[],,3
266,rax-map,13,4,51,[],,103
267,terraform-provider,4,4,975,[],terraform-provider-V1.20.0,382
268,nginx-http-concat,1,7,30,[],,833
269,acm-sdk-php,1,2,13,[],,35
270,entrypoint-wrapper-webpack-plugin,5,0,21,[],,7
271,vector-accelerating-unit,1,0,2,[],,12
272,AndFix,2,2,51,"['android', 'hotfix']",,6941
273,formily-editor,2,1,31,[],,152
274,GPU-scheduler-for-deep-learning,1,0,17,[],,131
