,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
146,swift-nio-zlib-support,1,0,3,"['zlib', 'swift4', 'swiftnio']",,27
147,openjdk,1,1,"57,971",[],,72
148,ml-uwac,1,0,1,[],,24
149,darwin-libpthread,1,0,27,[],,151
150,ml-envmapnet,1,0,1,[],,35
151,apple_rules_lint,1,0,16,[],0.1.1,99
152,vqg-multimodal-assistant,1,0,4,[],,3
153,ccs-pycalendar,10,0,179,[],,66
154,learning-subspaces,1,0,3,[],,112
155,darwin-libplatform,1,0,14,[],,119
156,swift-nio-nghttp2-support,1,0,2,[],,15
157,swift-nio-ssl-support,1,0,3,"['openssl', 'libressl', 'swiftnio']",,30
158,ccs-calendarserver,103,6,"9,803",[],CalendarServer-9.0,442
159,swift-lldb,70,10,"31,524",[],swift-4.2.2-RELEASE,664
160,swift-llvm,46,6,"187,871",[],swift-4.2.2-RELEASE: IR: fix documentation markup,813
161,swift-clang,43,13,"85,100",[],swift-4.2.2-RELEASE,673
162,swift-clang-tools-extra,9,2,"4,958",[],,14
163,swift-libcxx,8,0,"5,680",[],,17
164,swift-compiler-rt,37,2,"13,648",[],swift-4.2.2-RELEASE: [tsan] Adjust setjmp/longjmp handling on Darwin for macOS Mojave,95
165,llvm-project-v5-split,148,0,"4,103",[],,6
166,llvm-project-v5,56,0,"337,972",[],,7
167,llvm-monorepo-root,4,0,39,[],,6
168,ccs-twistedextensions,13,0,620,[],,18
169,swift-3-api-guidelines-review,12,0,61,[],,452
170,ccs-pyopendirectory,5,0,56,[],PyOpenDirectory-1.1,22
171,swift-protobuf-plugin,1,0,55,[],,759
172,ccs-caldavclientlibrary,1,0,132,[],,38
173,ccs-pyosxframeworks,1,0,26,[],,25
174,ccs-pysecuretransport,1,0,20,[],,22
175,swift-protobuf-test-conformance,1,0,11,[],,26
176,fstools,3,0,7,[],,40
